station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0E790,2020/4/14 13:00,344,277,2.5,21.1,0.54,976.7,,0,-99,-99,-99,22.1,,13.4,
C0O810,2020/4/14 13:00,161,278,0.4,23.9,0.52,998.7,,0,-99,-99,-99,24.9,,15,
C0R520,2020/4/14 13:00,18,226,5.6,24.5,0.58,1014.2,,0,-99,-99,-99,25.6,,16.6,
C0G880,2020/4/14 13:00,92,245,1.6,24.5,0.46,1006.4,,0,-99,-99,-99,25,,15.6,
C0R260,2020/4/14 13:00,76,245,0.8,27,0.37,1007.4,,0,-99,-99,-99,27.9,,17.4,
C0U950,2020/4/14 13:00,1012,129,7.1,13.5,0.75,905.2,,0,-99,-99,-99,14.7,,7.7,
C0O860,2020/4/14 13:00,38,319,1.3,24.6,0.48,1011.6,,0,-99,-99,-99,24.6,,15.6,
C0R320,2020/4/14 13:00,7,72,7.4,25.1,0.43,1016.4,,0,14.7,69,,25.3,,19.3,
C0S980,2020/4/14 13:00,901,0,0.2,14.9,0.82,916.7,,0,-99,-99,-99,16.9,,11.1,
C0X110,2020/4/14 13:00,20,243,2.2,23.5,0.55,1014.8,,0,-99,-99,-99,23.8,,16.6,
C0V310,2020/4/14 13:00,46,317,0.9,25.8,0.25,1010.1,,0,-99,-99,-99,26.1,,14.6,
C0G620,2020/4/14 13:00,110,210,2.1,24.1,0.47,1003.8,,0,-99,-99,-99,25.4,,12.8,
C0AD50,2020/4/14 13:00,84,287,1.9,24.4,0.32,1007.2,,0,-99,-99,-99,24.5,,13.6,
C0A9A0,2020/4/14 13:00,24,60,2.3,23.5,0.37,1014.2,,0,-99,-99,-99,23.5,,14,
C0O830,2020/4/14 13:00,127,277,1.6,26,0.38,1002.4,,0,-99,-99,-99,26,,13.8,
C0S760,2020/4/14 13:00,1621,163,0.9,8.8,0.97,840.5,,0,-99,-99,-99,9.9,,5.5,
C0X160,2020/4/14 13:00,26,270,2.2,24,0.52,1013.3,,0,-99,-99,-99,24.2,,15.7,
C0C490,2020/4/14 13:00,157,313,2.6,23.6,0.35,998.4,,0,-99,-99,-99,24.4,,14.2,
C0F970,2020/4/14 13:00,145,239,1.7,23.3,0.4,999.3,,0,-99,-99,-99,23.3,,14.9,
C0R440,2020/4/14 13:00,1679,71,2.5,9.7,0.95,835.3,,0,-99,-99,-99,9.7,,5.6,
C0M690,2020/4/14 13:00,33,242,1.4,23.4,0.54,1012.2,,0,-99,-99,-99,24,,14.3,
C0V690,2020/4/14 13:00,30,254,3.2,23.9,0.55,1013.7,,0,-99,-99,-99,24,,19.2,
C0Z210,2020/4/14 13:00,126,171,1.3,21.5,0.46,1004.8,,0,-99,-99,-99,22.4,,13.5,
C0U770,2020/4/14 13:00,5,119,1.6,20.9,0.53,1018.2,,0,-99,-99,-99,22.1,,13.7,
C0Z080,2020/4/14 13:00,298,7,0.3,21.3,0.56,984,,0,-99,-99,-99,24,,12.9,
C0G640,2020/4/14 13:00,17,295,1.3,22.9,0.53,1017.8,,0,-99,-99,-99,24.2,,13.3,
C0X200,2020/4/14 13:00,61,272,2.4,23.8,0.48,1009.3,,0,-99,-99,-99,24.2,,12.2,
C0U900,2020/4/14 13:00,63,60,3.3,20.5,0.47,1012.4,,0,-99,-99,-99,21.1,,12.5,
C0Z230,2020/4/14 13:00,31,111,2.4,20.5,0.51,1016.1,,0,-99,-99,-99,21.1,,15.3,
C0F9O0,2020/4/14 13:00,175,268,0.5,23.4,0.43,996.7,,0,-99,-99,-99,24,,15.4,
C0R770,2020/4/14 13:00,93,88,4.5,22.8,0.46,1006.4,,0,11.7,99,,23.7,,18.2,
C0C540,2020/4/14 13:00,46,332,0.7,25.1,0.37,1011.3,,0,-99,-99,-99,26,,13.9,
C0G770,2020/4/14 13:00,15,309,1.1,23.5,0.54,1015.3,,0,-99,-99,-99,25.2,,16.1,
C0V670,2020/4/14 13:00,20,250,2.6,24.6,0.46,1014.2,,0,-99,-99,-99,24.6,,18.2,
C0A870,2020/4/14 13:00,685,40,3,18.2,0.65,937.6,,0,-99,-99,-99,19.1,,10.3,
C0R220,2020/4/14 13:00,23,257,3.5,25.2,0.47,1013.6,,0,-99,-99,-99,25.6,,16.1,
C0Z220,2020/4/14 13:00,589,25,1.2,20,0.57,952.1,,0,-99,-99,-99,20.6,,10.3,
C0D560,2020/4/14 13:00,147,274,2.2,23.1,0.42,1000.2,,0,-99,-99,-99,24.7,,13.1,
C0I380,2020/4/14 13:00,258,276,1.8,22.9,0.45,986.3,,0,-99,-99,-99,23.2,,14.3,
C0Z020,2020/4/14 13:00,211,201,1.9,20.7,0.59,992.8,,0,-99,-99,-99,21.8,,14,
C0Z190,2020/4/14 13:00,62,110,2.3,21,0.49,1011.4,,0,-99,-99,-99,21.6,,15.9,
C0C710,2020/4/14 13:00,143,306,2.3,23.1,0.32,1000.4,,0,-99,-99,-99,24,,8.7,
C0D360,2020/4/14 13:00,523,31,0.4,19.8,0.53,955.7,,0,-99,-99,-99,20.7,,10,
C0C680,2020/4/14 13:00,228,45,0.6,22.3,0.37,988.8,,0,-99,-99,-99,22.3,,12,
C0X140,2020/4/14 13:00,17,267,1.9,25.1,0.48,1014.6,,0,-99,-99,-99,25.1,,16,
C0V710,2020/4/14 13:00,34,282,2.4,24.7,0.5,1012.3,,0,-99,-99,-99,25.1,,19,
C0G840,2020/4/14 13:00,32,251,0.6,23.8,0.52,1012.6,,0,-99,-99,-99,25.1,,13.1,
C0S890,2020/4/14 13:00,238,161,0.7,21.8,0.54,993.7,,0,-99,-99,-99,22.4,,15.1,
C0T820,2020/4/14 13:00,550,111,2.3,18.8,0.47,958,,0,7.4,124,,21.2,,12.2,
C0F9I0,2020/4/14 13:00,194,319,2.3,20.7,0.57,994.1,,0,-99,-99,-99,22.7,,14.6,
C0C650,2020/4/14 13:00,208,254,0.6,22.2,0.39,992.6,,0,-99,-99,-99,23.1,,11.2,
C0R600,2020/4/14 13:00,766,246,2.3,20.5,0.48,929.7,,0,7.4,224,,20.8,,14.7,
C0Z320,2020/4/14 13:00,646,56,1.3,17.3,0.59,944.9,,0,-99,-99,-99,19.6,,10.4,
C0V210,2020/4/14 13:00,734,223,2.4,20.7,0.41,934.6,,0,-99,-99,-99,20.7,,9.7,
C0K240,2020/4/14 13:00,1132,308,1.3,16.8,0.64,894.2,,0,-99,-99,-99,17.7,,10,
C0M520,2020/4/14 13:00,15,278,1.8,23.2,0.51,1014.7,,0,-99,-99,-99,23.4,,13.4,
C0A530,2020/4/14 13:00,300,172,0.8,20.9,0.63,982.9,,0,-99,-99,-99,22,,7.6,
C0E820,2020/4/14 13:00,220,0,0.2,22.2,0.5,991.4,,0,-99,-99,-99,23.9,,10.6,
C0K450,2020/4/14 13:00,35,221,2.8,23.3,0.48,1012,,0,-99,-99,-99,23.7,,14.2,
C0G760,2020/4/14 13:00,53,226,2.6,23.4,0.49,1013.1,,0,-99,-99,-99,23.7,,14.1,
CM0120,2020/4/14 13:00,4,267,2.7,22,0.53,1016.4,,0,-99,-99,-99,22.6,,15.2,
C0Z290,2020/4/14 13:00,946,107,1.3,13.8,0.74,912.4,,0,-99,-99,-99,16.3,,9,
C0V680,2020/4/14 13:00,40,291,3.1,25,0.46,1011.6,,0,-99,-99,-99,25.2,,17.3,
C0R760,2020/4/14 13:00,336,65,4.7,19.9,0.56,979.3,,0,-99,-99,-99,20,,17.1,
C0F9U0,2020/4/14 13:00,74,247,1.5,24.3,0.43,1008.4,,0,-99,-99,-99,24.7,,15.7,
C0AI10,2020/4/14 13:00,76,154,1.2,23.1,0.41,1007.6,,0,-99,-99,-99,23.4,,11.2,
C0V530,2020/4/14 13:00,34,247,2.1,24.4,0.47,1012.4,,0,-99,-99,-99,24.5,,15.7,
C0R790,2020/4/14 13:00,111,76,0.9,22.4,0.55,1005.1,,0,8.8,28,,22.5,,19.6,
C0R550,2020/4/14 13:00,38,207,3.6,24.3,0.52,1012.6,,0,12.1,237,,26.2,,14.9,
C0F9L0,2020/4/14 13:00,253,324,2.2,21.3,0.55,987.5,,0,7.5,226,,23,,14.3,
C0A950,2020/4/14 13:00,60,127,9.2,20.1,0.5,1010.8,,0,-99,-99,-99,20.1,,16.7,
C0R160,2020/4/14 13:00,45,295,3.1,25.3,0.41,1010.4,,0,-99,-99,-99,25.8,,14.8,
C0F9S0,2020/4/14 13:00,43,246,1.2,24,0.42,1012,,0,-99,-99,-99,24.2,,15.4,
C0M820,2020/4/14 13:00,980,248,1.2,16.3,0.52,908,,0,-99,-99,-99,16.3,,8.9,
C0G870,2020/4/14 13:00,12,309,0.5,22.3,0.45,1016.4,,0,-99,-99,-99,23.9,,13.9,
C0R530,2020/4/14 13:00,16,229,3.9,23.5,0.49,1014.3,,0,-99,-99,-99,23.9,,16.7,
C0O840,2020/4/14 13:00,134,261,1,22.9,0.39,999.6,,0,-99,-99,-99,23,,15.9,
C0A890,2020/4/14 13:00,40,152,0.3,21.9,0.5,1012.6,,0,-99,-99,-99,22.2,,8.9,
C0A660,2020/4/14 13:00,97,155,0.5,21.1,0.47,1006.1,,0,-99,-99,-99,21.8,,10.7,
C0T9H0,2020/4/14 13:00,725,110,1.9,18,0.68,937.3,,0,-99,-99,-99,20.5,,10.4,
C0R270,2020/4/14 13:00,51,186,1.8,27.2,0.38,1009.4,,0,-99,-99,-99,27.7,,17.9,
C0T9I0,2020/4/14 13:00,152,4,2.6,20.9,0.51,1002.2,,0,-99,-99,-99,22,,13.5,
C0V760,2020/4/14 13:00,30,276,2.8,25.5,0.42,1013.6,,0,-99,-99,-99,25.9,,16.7,
C0AG90,2020/4/14 13:00,25,28,1.2,24.5,0.38,1014.3,,0,6.6,26,,24.5,,14.2,
C0R570,2020/4/14 13:00,37,74,2.3,26.7,0.4,1010.5,,0,-99,-99,-99,26.7,,16.6,
C0O900,2020/4/14 13:00,9,309,1.3,24.8,0.54,1015.9,,0,-99,-99,-99,24.8,,13.9,
C0AD00,2020/4/14 13:00,86,83,2.9,22,0.51,1007.3,,0,-99,-99,-99,22.3,,16.4,
C0V700,2020/4/14 13:00,24,264,3.3,24.7,0.46,1012.9,,0,-99,-99,-99,25.2,,19.2,
C0AH00,2020/4/14 13:00,38,92,3.4,22.7,0.41,1012.2,,0,-99,-99,-99,23.3,,11.7,
C0X080,2020/4/14 13:00,2,275,2.2,27.1,0.48,1016.5,,0,-99,-99,-99,27.1,,13.5,
C0G910,2020/4/14 13:00,42,233,3.8,23.4,0.44,1011.1,,0,-99,-99,-99,23.8,,15.6,
C0I480,2020/4/14 13:00,2165,17,0.6,10.9,0.64,788.4,,0,-99,-99,-99,13,,2.5,
C0R710,2020/4/14 13:00,117,62,5.9,23.5,0.47,1004.7,,0,-99,-99,-99,23.6,,20.5,
C0A860,2020/4/14 13:00,362,52,3.4,20.3,0.54,975.8,,0,-99,-99,-99,20.6,,10.4,
C0U940,2020/4/14 13:00,25,87,1.6,21.5,0.44,1016.6,,0,-99,-99,-99,23,,12.7,
C0S970,2020/4/14 13:00,19,73,3.9,22.2,0.53,1015.9,,0,-99,-99,-99,22.4,,18.6,
C0V260,2020/4/14 13:00,126,276,2.3,25.7,0.42,1001.9,,0,-99,-99,-99,26.6,,13.6,
C0H990,2020/4/14 13:00,3076,204,3.7,5.1,0.32,704.4,,0,-99,-99,-99,8.8,,0.3,
C0F9K0,2020/4/14 13:00,30,310,1.5,21.2,0.52,1012.3,,0,-99,-99,-99,21.6,,14.3,
C0AH90,2020/4/14 13:00,660,89,0.8,16.7,0.63,945.4,,0,-99,-99,-99,17.8,,4.4,
C0W150,2020/4/14 13:00,42,68,1.3,20.5,0.47,1014,,0,-99,-99,-99,20.5,,16.3,
C0M860,2020/4/14 13:00,578,227,0.3,19.9,0.48,951.3,,-99,-99,-99,-99,20.1,,12,
C0K410,2020/4/14 13:00,20,262,3.1,23,0.52,1013.5,,0,-99,-99,-99,23.4,,14.2,
C0R140,2020/4/14 13:00,740,338,2.7,22.5,0.38,935.1,,0,-99,-99,-99,22.5,,12.5,
C0V800,2020/4/14 13:00,256,279,1.5,24.3,0.41,985.3,,0,-99,-99,-99,24.4,,15.1,
C0S830,2020/4/14 13:00,288,84,1.2,22,0.57,987,,0,-99,-99,-99,23.2,,15.7,
C0S920,2020/4/14 13:00,98,0,0.2,21,0.56,1002.5,,0,-99,-99,-99,22.5,,14.6,
C0V640,2020/4/14 13:00,35,248,2.5,23.8,0.6,1012.6,,0,-99,-99,-99,24,,14.9,
C0AH80,2020/4/14 13:00,68,159,2.2,22.3,0.46,1008.2,,0,-99,-99,-99,23.1,,10,
C0K250,2020/4/14 13:00,12,201,2.6,24.2,0.51,1015.6,,0,-99,-99,-99,25.9,,11.8,
C0R840,2020/4/14 13:00,536,64,3.8,19.1,0.65,956.6,,0,-99,-99,-99,19.3,,14.1,
C0I410,2020/4/14 13:00,180,232,1.3,22.8,0.46,995.7,,0,-99,-99,-99,23.5,,13.8,
C0M410,2020/4/14 13:00,245,93,0.7,23.3,0.43,984.8,,0,-99,-99,-99,23.3,,12.4,
C0F9Z0,2020/4/14 13:00,3193,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-999,,-999,
C0G810,2020/4/14 13:00,26,256,1.6,24.6,0.49,1013.7,,0,-99,-99,-99,25.1,,15.6,
C0U650,2020/4/14 13:00,442,84,1.9,19,0.59,968,,0,-99,-99,-99,20.5,,11.4,
C0D660,2020/4/14 13:00,65,265,2.1,23.1,0.37,1009.3,,0,-99,-99,-99,23.5,,14.7,
C0E540,2020/4/14 13:00,32,273,1.3,23,0.46,1013.7,,0,-99,-99,-99,23.8,,11.4,
C0W170,2020/4/14 13:00,42,357,2.9,17.2,0.6,1013.1,,0,-99,-99,-99,17.7,,14,
C0Z150,2020/4/14 13:00,27,134,2.5,21.6,0.49,1016.1,,0,-99,-99,-99,21.6,,13.7,
C0S840,2020/4/14 13:00,22,61,3.5,22.4,0.58,1017.4,,0,-99,-99,-99,23.5,,19.1,
C0H9A0,2020/4/14 13:00,1595,89,0.7,11.7,0.65,847.2,,0,-99,-99,-99,13.3,,6,
C0Z300,2020/4/14 13:00,182,113,2,20.8,0.54,998.3,,0,-99,-99,-99,21.9,,14.8,
C0G730,2020/4/14 13:00,27,279,1.6,22.4,0.55,1014.6,,0,-99,-99,-99,23.5,,13.5,
C0V730,2020/4/14 13:00,33,244,1.9,25.5,0.43,1013,,0,-99,-99,-99,25.9,,17.4,
C0SA00,2020/4/14 13:00,466,98,1,17.3,0.71,965.1,,0,-99,-99,-99,19.1,,12.8,
C0S900,2020/4/14 13:00,27,26,2.3,22.8,0.49,1016.2,,0,9.6,92,,22.8,,20,
C0C480,2020/4/14 13:00,105,0,0,24.7,0.3,1004.4,,0,-99,-99,-99,25.3,,14.1,
C0V720,2020/4/14 13:00,15,239,1.9,25.1,0.45,1014.8,,0,-99,-99,-99,25.4,,17.3,
C0UA60,2020/4/14 13:00,566,178,1.3,16.2,0.67,953.2,,0,-99,-99,-99,19.6,,10.4,
C0A980,2020/4/14 13:00,11,137,1,25.6,0.26,1016.2,,0,-99,-99,-99,25.6,,15.3,
C0C670,2020/4/14 13:00,250,268,1.8,22.1,0.4,988.3,,0,-99,-99,-99,23,,11.6,
C0K550,2020/4/14 13:00,15,264,1,23.9,0.47,1015.4,,0,-99,-99,-99,24.2,,13.7,
C0R350,2020/4/14 13:00,35,81,5.6,24.6,0.49,1013.4,,0,11.2,86,,24.6,,20.5,
C0T9F0,2020/4/14 13:00,251,137,0.8,21.4,0.53,989.7,,0,-99,-99,-99,22.6,,13.4,
C0D390,2020/4/14 13:00,146,302,0.7,23.2,0.43,998.3,,0,-99,-99,-99,24.7,,11.2,
C0E430,2020/4/14 13:00,258,8,1.2,21.5,0.51,990.4,,0,-99,-99,-99,23.4,,11.7,
C0O990,2020/4/14 13:00,18,271,1.1,25.4,0.5,1014.3,,0,-99,-99,-99,25.4,,13.1,
CM0010,2020/4/14 13:00,68,243,1.3,23.6,0.39,1009.5,,0,-99,-99,-99,24.4,,11.8,
C0K500,2020/4/14 13:00,12,245,2.1,23.6,0.5,1014.3,,0,-99,-99,-99,24,,13.7,
C0X260,2020/4/14 13:00,39,274,1.5,23.6,0.56,1012.8,,0,-99,-99,-99,24.2,,14.2,
C0ACA0,2020/4/14 13:00,25,49,0.4,24.1,0.31,1012.6,,0,-99,-99,-99,24.3,,14.8,
C0X180,2020/4/14 13:00,62,354,0.5,24.7,0.49,1008.3,,0,-99,-99,-99,24.7,,14.9,
C0F930,2020/4/14 13:00,100,322,0.9,21.3,0.57,1005.2,,0,-99,-99,-99,23.7,,13.8,
C0I010,2020/4/14 13:00,1562,280,1.6,13.4,0.61,849.2,,0,-99,-99,-99,14.7,,6.8,
C0R190,2020/4/14 13:00,32,267,1.4,26.3,0.29,1011.8,,0,-99,-99,-99,26.9,,14.1,
C0E420,2020/4/14 13:00,19,335,1.8,22.1,0.45,1012.8,,0,-99,-99,-99,22.6,,13.1,
C0A9F0,2020/4/14 13:00,35,77,2.2,24,0.39,1013.4,,0,-99,-99,-99,24.4,,13.7,
C0F9A0,2020/4/14 13:00,425,353,1.1,21.2,0.52,968.8,,0,-99,-99,-99,23.1,,15,
C0O950,2020/4/14 13:00,4,188,0.4,24.9,0.55,1015.5,,0,-99,-99,-99,24.9,,15.8,
C0M760,2020/4/14 13:00,40,238,1.1,24.4,0.49,1012.4,,0,-99,-99,-99,24.4,,14.3,
C0AH70,2020/4/14 13:00,34,71,1.5,24.4,0.34,1013.4,,0,-99,-99,-99,24.4,,15.1,
C0V250,2020/4/14 13:00,298,332,1.8,24.7,0.33,981.9,,0,-99,-99,-99,26,,12.6,
C0U980,2020/4/14 13:00,573,156,3.4,19.1,0.59,953.8,,0,-99,-99,-99,19.9,,8.3,
C0S740,2020/4/14 13:00,289,181,2.2,20.1,0.59,985.8,,0,-99,-99,-99,21.7,,14.4,
C0A940,2020/4/14 13:00,49,103,0.6,22.6,0.46,1012.7,,0,-99,-99,-99,22.6,,11.9,
C0A920,2020/4/14 13:00,196,106,3,20.8,0.52,994.7,,0,10.4,109,,21.3,,14.4,
C0T870,2020/4/14 13:00,135,171,0.4,20.2,0.52,1002.8,,0,-99,-99,-99,21.1,,11,
C0O930,2020/4/14 13:00,69,342,0.9,25,0.46,1008.3,,0,-99,-99,-99,25.8,,12.7,
C0AI40,2020/4/14 13:00,37,68,2.2,24,0.36,1012.8,,0,-99,-99,-99,24,,15.3,
C0C460,2020/4/14 13:00,482,282,0.4,21.8,0.4,962.7,,0,-99,-99,-99,22.2,,12.5,
C0T9D0,2020/4/14 13:00,7,76,0.3,21.2,0.54,1018.8,,0,-99,-99,-99,24.7,,13.6,
C0I390,2020/4/14 13:00,1184,250,1.5,15.8,0.54,887.6,,0,-99,-99,-99,16.8,,6.2,
C0B020,2020/4/14 13:00,86,93,6,20.2,0.51,1006.3,,0,-99,-99,-99,20.4,,14.9,
CM0170,2020/4/14 13:00,106,260,3.6,22,0.5,1005.6,,0,-99,-99,-99,22.8,,12.9,
C0F860,2020/4/14 13:00,2215,222,1.2,12.5,0.36,780.7,,0,-99,-99,-99,14.2,,2.6,
C0U890,2020/4/14 13:00,116,83,2.9,20.6,0.56,1006,,0,-99,-99,-99,20.8,,12.9,
C0G800,2020/4/14 13:00,15,256,1.4,23.1,0.55,1015.1,,0,-99,-99,-99,23.4,,14.4,
C0F850,2020/4/14 13:00,379,240,1.3,21.3,0.44,973,,0,-99,-99,-99,22.2,,12.5,
C0AH50,2020/4/14 13:00,275,131,3.6,21.7,0.38,984.8,,0,-99,-99,-99,21.8,,13,
C0Z160,2020/4/14 13:00,124,130,2,21.1,0.49,1007.4,,0,-99,-99,-99,22.2,,13.2,
C0R540,2020/4/14 13:00,17,236,3.8,24.8,0.45,1014.2,,0,-99,-99,-99,25.3,,16.6,
C0K480,2020/4/14 13:00,56,224,3,23.1,0.48,1010.1,,0,-99,-99,-99,23.7,,14.5,
C0H890,2020/4/14 13:00,440,308,1.9,21.2,0.43,965.7,,0,-99,-99,-99,21.5,,10.8,
C0S770,2020/4/14 13:00,375,146,1.1,18.3,0.69,975.1,,0,-99,-99,-99,20,,15.5,
C0X230,2020/4/14 13:00,29,234,1.5,23.9,0.48,1014.8,,0,-99,-99,-99,23.9,,13.6,
C0B010,2020/4/14 13:00,38,96,3.7,21.9,0.45,1010.7,,0,-99,-99,-99,22.4,,11.2,
C0R490,2020/4/14 13:00,49,271,2.8,25.6,0.35,1010,,0,-99,-99,-99,25.6,,16.2,
C0V440,2020/4/14 13:00,27,319,2.1,26.8,0.47,1012.7,,0,-99,-99,-99,27.3,,17.2,
C0SA40,2020/4/14 13:00,200,95,1.5,20.7,0.57,995.5,,0,-99,-99,-99,22.5,,15.4,
C0Z280,2020/4/14 13:00,224,95,2.6,20.5,0.56,993.8,,0,-99,-99,-99,22.8,,13.8,
C0Z070,2020/4/14 13:00,247,111,1,20.8,0.62,989.1,,0,-99,-99,-99,22.3,,13.5,
CM0180,2020/4/14 13:00,313,109,0.7,25.4,0.36,981.1,,0,-99,-99,-99,25.8,,12.9,
C0T9N0,2020/4/14 13:00,261,200,1.2,20.6,0.52,988.2,,0,-99,-99,-99,21.7,,14.7,
C0R800,2020/4/14 13:00,131,108,3,22.4,0.49,1001.9,,0,9.8,54,,22.5,,18.4,
C0K470,2020/4/14 13:00,97,212,2.6,23.2,0.5,1005.4,,0,-99,-99,-99,24.4,,13.3,
C0R720,2020/4/14 13:00,214,41,3.2,20.4,0.62,993.6,,0,-99,-99,-99,21.1,,18,
C0V650,2020/4/14 13:00,28,283,3.1,23.9,0.52,1015.5,,0,-99,-99,-99,24,,16.4,
C0R830,2020/4/14 13:00,383,62,4.8,19,0.6,973.7,,0,-99,-99,-99,20,,15.9,
C0H9C0,2020/4/14 13:00,3402,281,0.6,3.2,0.19,675.5,,0,-99,-99,-99,5.4,,-1.5,
C0U780,2020/4/14 13:00,15,108,2,21.2,0.47,1017.1,,0,-99,-99,-99,21.7,,13.7,
C0U760,2020/4/14 13:00,22,153,0.7,21,0.5,1017.4,,0,-99,-99,-99,22.8,,12.1,
C0X290,2020/4/14 13:00,10,289,1.7,23.9,0.56,1015.8,,0,-99,-99,-99,23.9,,15.9,
C0K330,2020/4/14 13:00,38,198,1.6,23.6,0.49,1012,,0,-99,-99,-99,23.8,,14.2,
C0M660,2020/4/14 13:00,40,204,2,23.4,0.52,1012.7,,0,-99,-99,-99,23.4,,14,
C0D580,2020/4/14 13:00,120,300,0.6,21.5,0.5,1002.9,,0,-99,-99,-99,22.5,,10.3,
C0R640,2020/4/14 13:00,21,260,3.2,24.6,0.51,1014,,0,-99,-99,-99,24.6,,17.6,
C0E810,2020/4/14 13:00,53,298,1.5,22.5,0.49,1011.5,,0,-99,-99,-99,23.3,,10.9,
C0G830,2020/4/14 13:00,27,218,3.8,23,0.6,-99,,0,-99,-99,-99,23.4,,13.5,
C0A550,2020/4/14 13:00,422,0,0.2,18.2,0.67,970.2,,0,-99,-99,-99,19.5,,6.1,
C0G750,2020/4/14 13:00,31,196,1.5,23.5,0.52,1014.2,,-99,-99,-99,-99,24.1,,14.1,
C0Z270,2020/4/14 13:00,343,78,2.1,19.1,0.61,979.7,,0,-99,-99,-99,20.2,,12.6,
C0UA30,2020/4/14 13:00,1397,36,0.5,14.1,0.78,862.5,,0,-99,-99,-99,14.8,,5.1,
C0I080,2020/4/14 13:00,536,264,0.4,20.4,0.49,958.6,,0,-99,-99,-99,21.6,,11,
C0UA00,2020/4/14 13:00,392,349,1.5,22.8,0.48,973.8,,0,-99,-99,-99,23.4,,9.6,
C0AD40,2020/4/14 13:00,32,112,0.8,24.2,0.36,1012.5,,0,-99,-99,-99,24.2,,14.4,
C0G900,2020/4/14 13:00,20,306,1.5,22.2,0.59,1014.1,,0,-99,-99,-99,23.4,,15.9,
C0S660,2020/4/14 13:00,794,31,1.7,17.7,0.57,929.8,,0,-99,-99,-99,19.4,,11.1,
C0M640,2020/4/14 13:00,155,291,1.1,22.8,0.47,998.8,,0,-99,-99,-99,22.8,,16.7,
C0R660,2020/4/14 13:00,20,276,3,23.6,0.49,1014.7,,0,-99,-99,-99,24.7,,17.9,
C0UA10,2020/4/14 13:00,1711,173,0.3,11.7,0.78,833,,0,-99,-99,-99,14.5,,2.5,
C0V770,2020/4/14 13:00,26,284,1.7,25.4,0.39,1013.4,,0,-99,-99,-99,25.7,,16.4,
C0E730,2020/4/14 13:00,26,329,1.5,22.4,0.41,1012.4,,0,-99,-99,-99,23.2,,13.5,
C0A9C0,2020/4/14 13:00,35,96,2.4,23.6,0.43,1013.6,,0,-99,-99,-99,23.6,,14.1,
C0X310,2020/4/14 13:00,9,222,1,23.7,0.51,1016.7,,0,-99,-99,-99,24.5,,15.7,
C0K280,2020/4/14 13:00,23,218,2.4,24.2,0.51,1016.3,,0,-99,-99,-99,24.8,,12.8,
C0M650,2020/4/14 13:00,20,274,1.6,23.3,0.53,1015,,0,-99,-99,-99,23.6,,14.2,
C0S910,2020/4/14 13:00,212,75,2.2,20.6,0.62,995.4,,0,8.4,211,,21.5,,18.9,
C0D570,2020/4/14 13:00,15,340,0.6,23.6,0.44,1015.4,,0,-99,-99,-99,23.7,,10.7,
C0M710,2020/4/14 13:00,15,277,1.7,21.7,0.57,1015.4,,0,-99,-99,-99,22.9,,14.6,
C0V490,2020/4/14 13:00,20,258,2.4,24.6,0.44,1014.6,,0,-99,-99,-99,24.7,,19.4,
C0E870,2020/4/14 13:00,34,291,2.5,23,0.41,1014.7,,0,-99,-99,-99,23.1,,11.7,
C0M800,2020/4/14 13:00,440,48,0.6,21,0.48,967.1,,0,-99,-99,-99,21.2,,12.3,
C0A570,2020/4/14 13:00,360,79,5.2,18.6,0.57,976.2,,0,-99,-99,-99,20.1,,7.8,
C0S790,2020/4/14 13:00,236,355,0.8,20.6,0.64,992.9,,0,-99,-99,-99,23.5,,14.8,
C0D590,2020/4/14 13:00,143,0,0,23.2,0.39,1001.4,,0,-99,-99,-99,23.5,,13.1,
C0U990,2020/4/14 13:00,31,97,2.8,21.2,0.48,1015.9,,0,-99,-99,-99,21.7,,13.2,
C0M700,2020/4/14 13:00,150,205,0.6,23,0.47,1000.3,,0,-99,-99,-99,23.1,,14.1,
C0A970,2020/4/14 13:00,96,132,1.8,21.6,0.49,1008,,0,-99,-99,-99,23.2,,15.3,
CM0110,2020/4/14 13:00,7,288,2.4,21.9,0.52,1016.4,,-99,-99,-99,-99,23.6,,15.5,
C0S940,2020/4/14 13:00,150,44,0.7,21.8,0.62,1000.7,,0,-99,-99,-99,25.2,,16.6,
C0X250,2020/4/14 13:00,33,250,0.7,25,0.46,1012.9,,0,-99,-99,-99,25,,15.5,
C0K520,2020/4/14 13:00,10,251,1.2,23.8,0.5,1014.7,,0,-99,-99,-99,24,,14.1,
C0Z200,2020/4/14 13:00,153,81,1.3,20.3,0.99,1002,,0,-99,-99,-99,21.6,,13.3,
C0V740,2020/4/14 13:00,60,284,1.4,25.1,0.37,1010.4,,0,-99,-99,-99,25.1,,14.8,
C0V790,2020/4/14 13:00,410,246,3.5,24.4,0.31,968.5,,0,-99,-99,-99,24.4,,14.4,
C0G860,2020/4/14 13:00,45,219,2,23.9,0.42,1010.9,,0,-99,-99,-99,24.3,,16.1,
C0Z250,2020/4/14 13:00,1124,109,0.3,14.9,0.71,892.8,,0,-99,-99,-99,16,,7.8,
C0K440,2020/4/14 13:00,35,204,1.7,23.4,0.52,1012.9,,0,-99,-99,-99,23.6,,13.7,
C0T900,2020/4/14 13:00,160,128,1.3,20.4,0.49,998.7,,0,-99,-99,-99,22,,13,
